Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
1,44,4/16/10,4159.49,FALSE,66.32,2.808,,,,,,210.4887,7.808,A,151315
1,44,4/23/10,4486.95,FALSE,64.84,2.795,,,,,,210.4391228,7.808,A,151315
1,44,4/30/10,4414.76,FALSE,67.41,2.78,,,,,,210.3895456,7.808,A,151315
1,44,5/7/10,5201.2,FALSE,72.55,2.835,,,,,,210.3399684,7.808,A,151315
1,44,5/14/10,4559.25,FALSE,74.78,2.854,,,,,,210.3374261,7.808,A,151315
1,44,5/21/10,4564.94,FALSE,76.44,2.826,,,,,,210.6170934,7.808,A,151315
1,44,5/28/10,3995.99,FALSE,80.44,2.759,,,,,,210.8967606,7.808,A,151315
1,44,6/4/10,4407.29,FALSE,80.69,2.705,,,,,,211.1764278,7.808,A,151315
1,44,6/11/10,4740.63,FALSE,80.43,2.668,,,,,,211.4560951,7.808,A,151315
1,44,6/18/10,4158.61,FALSE,84.11,2.637,,,,,,211.4537719,7.808,A,151315
1,44,6/25/10,4452.56,FALSE,84.34,2.653,,,,,,211.3386526,7.808,A,151315
1,44,7/2/10,4137.45,FALSE,80.91,2.669,,,,,,211.2235333,7.787,A,151315
1,44,7/9/10,3893.2,FALSE,80.48,2.642,,,,,,211.108414,7.787,A,151315
1,44,7/16/10,3454.13,FALSE,83.15,2.623,,,,,,211.1003854,7.787,A,151315
1,44,7/23/10,3980.92,FALSE,83.36,2.608,,,,,,211.2351443,7.787,A,151315
1,44,7/30/10,3839.45,FALSE,81.84,2.64,,,,,,211.3699032,7.787,A,151315
1,44,8/6/10,5151.43,FALSE,87.16,2.627,,,,,,211.5046621,7.787,A,151315
1,44,8/13/10,4062.09,FALSE,87,2.692,,,,,,211.6394211,7.787,A,151315
1,44,8/20/10,3980.15,FALSE,86.65,2.664,,,,,,211.6033633,7.787,A,151315
1,44,8/27/10,4260.92,FALSE,85.22,2.619,,,,,,211.5673056,7.787,A,151315
1,44,9/3/10,5213.53,FALSE,81.21,2.577,,,,,,211.5312479,7.787,A,151315
1,44,9/10/10,5082.72,TRUE,78.69,2.565,,,,,,211.4951902,7.787,A,151315
1,44,9/17/10,5128.87,FALSE,82.11,2.582,,,,,,211.5224596,7.787,A,151315
1,44,9/24/10,6279.62,FALSE,80.94,2.624,,,,,,211.5972246,7.787,A,151315
1,44,10/1/10,4484.02,FALSE,71.89,2.603,,,,,,211.6719895,7.838,A,151315
1,44,10/8/10,5755.38,FALSE,63.93,2.633,,,,,,211.7467544,7.838,A,151315
1,44,10/15/10,5322.96,FALSE,67.18,2.72,,,,,,211.8137436,7.838,A,151315
1,44,10/22/10,5830.18,FALSE,69.86,2.725,,,,,,211.8612937,7.838,A,151315
1,44,10/29/10,6183.91,FALSE,69.64,2.716,,,,,,211.9088438,7.838,A,151315
1,44,11/5/10,4669.76,FALSE,58.74,2.689,,,,,,211.9563939,7.838,A,151315
1,44,11/12/10,4641.38,FALSE,59.61,2.728,,,,,,212.003944,7.838,A,151315
1,44,11/19/10,4338.65,FALSE,51.41,2.771,,,,,,211.8896737,7.838,A,151315
1,44,11/26/10,8324.33,TRUE,64.52,2.735,,,,,,211.7484333,7.838,A,151315
1,44,12/3/10,5773.13,FALSE,49.27,2.708,,,,,,211.607193,7.838,A,151315
1,44,12/10/10,6310.08,FALSE,46.33,2.843,,,,,,211.4659526,7.838,A,151315
1,44,12/17/10,7296.46,FALSE,49.84,2.869,,,,,,211.4053124,7.838,A,151315
1,44,12/24/10,7081.19,FALSE,52.33,2.886,,,,,,211.4051222,7.838,A,151315
1,44,12/31/10,2940.67,TRUE,48.43,2.943,,,,,,211.4049321,7.838,A,151315
1,44,1/7/11,3825.19,FALSE,48.27,2.976,,,,,,211.4047419,7.742,A,151315
1,44,1/14/11,3206.15,FALSE,35.4,2.983,,,,,,211.4574109,7.742,A,151315
1,44,1/21/11,3891.96,FALSE,44.04,3.016,,,,,,211.8272343,7.742,A,151315
1,44,1/28/11,4587.65,FALSE,43.83,3.01,,,,,,212.1970577,7.742,A,151315
1,44,2/4/11,4552.77,FALSE,42.27,2.989,,,,,,212.5668812,7.742,A,151315
1,44,2/11/11,4128.84,TRUE,36.39,3.022,,,,,,212.9367046,7.742,A,151315
1,44,2/18/11,4505.01,FALSE,57.36,3.045,,,,,,213.2478853,7.742,A,151315
1,44,2/25/11,3964.39,FALSE,62.9,3.065,,,,,,213.535609,7.742,A,151315
1,44,3/4/11,4539.32,FALSE,59.58,3.288,,,,,,213.8233327,7.742,A,151315
1,44,3/11/11,3902.25,FALSE,53.56,3.459,,,,,,214.1110564,7.742,A,151315
1,44,3/18/11,3327.64,FALSE,62.76,3.488,,,,,,214.3627114,7.742,A,151315
1,44,3/25/11,3688.78,FALSE,69.97,3.473,,,,,,214.5999389,7.742,A,151315
1,44,4/1/11,3978.69,FALSE,59.17,3.524,,,,,,214.8371664,7.682,A,151315
1,44,4/8/11,4593.66,FALSE,67.84,3.622,,,,,,215.0743939,7.682,A,151315
1,44,4/15/11,4044.26,FALSE,71.27,3.743,,,,,,215.2918561,7.682,A,151315
1,44,4/22/11,4602.13,FALSE,72.99,3.807,,,,,,215.4599053,7.682,A,151315
1,44,4/29/11,4256.67,FALSE,72.03,3.81,,,,,,215.6279544,7.682,A,151315
1,44,5/6/11,5698.17,FALSE,64.61,3.906,,,,,,215.7960035,7.682,A,151315
1,44,5/13/11,4877.4,FALSE,75.64,3.899,,,,,,215.9640526,7.682,A,151315
1,44,5/20/11,4432.13,FALSE,67.63,3.907,,,,,,215.7339202,7.682,A,151315
1,44,5/27/11,4210.25,FALSE,77.72,3.786,,,,,,215.5037878,7.682,A,151315
1,44,6/3/11,3398.8,FALSE,83,3.699,,,,,,215.2736553,7.682,A,151315
1,44,6/10/11,3994.08,FALSE,83.13,3.648,,,,,,215.0435229,7.682,A,151315
1,44,6/17/11,3599.74,FALSE,86.41,3.637,,,,,,214.9980596,7.682,A,151315
1,44,6/24/11,3952.92,FALSE,83.58,3.594,,,,,,215.0910982,7.682,A,151315
1,44,7/1/11,4061.53,FALSE,85.55,3.524,,,,,,215.1841368,7.962,A,151315
1,44,7/8/11,3590.9,FALSE,85.83,3.48,,,,,,215.2771754,7.962,A,151315
1,44,7/15/11,3632.48,FALSE,88.54,3.575,,,,,,215.3611087,7.962,A,151315
1,44,7/22/11,3385.24,FALSE,85.77,3.651,,,,,,215.4222784,7.962,A,151315
1,44,7/29/11,3939.12,FALSE,86.83,3.682,,,,,,215.4834482,7.962,A,151315
1,44,8/5/11,4242.68,FALSE,91.65,3.684,,,,,,215.544618,7.962,A,151315
1,44,8/12/11,4532.06,FALSE,90.76,3.638,,,,,,215.6057878,7.962,A,151315
1,44,8/19/11,4211.91,FALSE,89.94,3.554,,,,,,215.6693107,7.962,A,151315
1,44,8/26/11,4785.79,FALSE,87.96,3.523,,,,,,215.7332258,7.962,A,151315
1,44,9/2/11,5085.98,FALSE,87.83,3.533,,,,,,215.7971409,7.962,A,151315
1,44,9/9/11,5234.34,TRUE,76,3.546,,,,,,215.861056,7.962,A,151315
1,44,9/16/11,4747.74,FALSE,79.94,3.526,,,,,,216.0410526,7.962,A,151315
1,44,9/23/11,5426.25,FALSE,75.8,3.467,,,,,,216.3758246,7.962,A,151315
1,44,9/30/11,5740.86,FALSE,79.69,3.355,,,,,,216.7105965,7.962,A,151315
1,44,10/7/11,6259.82,FALSE,69.31,3.285,,,,,,217.0453684,7.866,A,151315
1,44,10/14/11,6644.37,FALSE,71.74,3.274,,,,,,217.3552733,7.866,A,151315
1,44,10/21/11,5357.89,FALSE,63.71,3.353,,,,,,217.5159762,7.866,A,151315
1,44,10/28/11,7105.29,FALSE,66.57,3.372,,,,,,217.6766791,7.866,A,151315
1,44,11/4/11,5626.16,FALSE,54.98,3.332,,,,,,217.837382,7.866,A,151315
1,44,11/11/11,5859.12,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315
1,44,11/18/11,5545.99,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315
1,44,11/25/11,7463.46,TRUE,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,A,151315
1,44,12/2/11,6846.36,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315
1,44,12/9/11,9623.65,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,A,151315
1,44,12/16/11,9212.12,FALSE,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,A,151315
1,44,12/23/11,8587.31,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315
1,44,12/30/11,3802.42,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315
1,44,1/6/12,3865.21,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,A,151315
1,44,1/13/12,4302.1,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315
1,44,1/20/12,4115.74,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315
1,44,1/27/12,4480.61,FALSE,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,A,151315
1,44,2/3/12,5616.96,FALSE,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315
1,44,2/10/12,5810.57,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315
1,44,2/17/12,5310.32,FALSE,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315
1,44,2/24/12,4539.36,FALSE,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315
1,44,3/2/12,4963.89,FALSE,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,A,151315
1,44,3/9/12,4589.36,FALSE,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,A,151315
1,44,3/16/12,4682.64,FALSE,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315
1,44,3/23/12,4356.74,FALSE,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315
1,44,3/30/12,4201.9,FALSE,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315
1,44,4/6/12,4848.96,FALSE,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.4356112,7.143,A,151315
1,44,4/13/12,3960.81,FALSE,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315
1,44,4/20/12,3906.32,FALSE,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315
1,44,4/27/12,4231.57,FALSE,67.23,3.814,3221.25,,35.49,577.14,6222.25,221.6179368,7.143,A,151315
1,44,5/4/12,5380.5,FALSE,75.55,3.749,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,A,151315
1,44,5/11/12,6136.73,FALSE,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.7256632,7.143,A,151315
1,44,5/18/12,5251.97,FALSE,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.742674,7.143,A,151315
1,44,5/25/12,5248.37,FALSE,77.22,3.561,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,A,151315
1,44,6/1/12,3926.24,FALSE,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,A,151315
1,44,6/8/12,4411.14,FALSE,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,A,151315
1,44,6/15/12,4718.16,FALSE,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,A,151315
1,44,6/22/12,3897.52,FALSE,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,A,151315
1,44,6/29/12,4340.94,FALSE,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,A,151315
1,44,7/6/12,4117.76,FALSE,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,A,151315
1,44,7/13/12,4472.66,FALSE,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,A,151315
1,44,7/20/12,5053.41,FALSE,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315
1,44,7/27/12,4533.94,FALSE,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315
1,44,8/3/12,4762.95,FALSE,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,A,151315
1,44,8/10/12,4705.45,FALSE,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,A,151315
1,44,8/17/12,4576.91,FALSE,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,A,151315
1,44,8/24/12,5778.82,FALSE,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315
1,44,8/31/12,5676.46,FALSE,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,A,151315
1,44,9/7/12,5269.35,TRUE,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315
1,44,9/14/12,5406.78,FALSE,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,A,151315
1,44,9/21/12,5682.47,FALSE,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315
1,44,9/28/12,7919.71,FALSE,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315
1,44,10/5/12,5546.58,FALSE,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.573,A,151315
1,44,10/12/12,5997.47,FALSE,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,A,151315
1,44,10/19/12,6357.29,FALSE,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.573,A,151315
1,44,10/26/12,6593.58,FALSE,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,A,151315
1,45,2/5/10,37.44,FALSE,42.31,2.572,,,,,,211.0963582,8.106,A,151315
1,45,2/12/10,34.47,TRUE,38.51,2.548,,,,,,211.2421698,8.106,A,151315
1,45,2/19/10,22.94,FALSE,39.93,2.514,,,,,,211.2891429,8.106,A,151315
1,45,2/26/10,45.41,FALSE,46.63,2.561,,,,,,211.3196429,8.106,A,151315
1,45,3/5/10,74.35,FALSE,46.5,2.625,,,,,,211.3501429,8.106,A,151315
1,45,3/12/10,29.97,FALSE,57.79,2.667,,,,,,211.3806429,8.106,A,151315
1,45,3/19/10,8.5,FALSE,54.58,2.72,,,,,,211.215635,8.106,A,151315
1,45,3/26/10,10,FALSE,51.45,2.732,,,,,,211.0180424,8.106,A,151315
1,45,4/2/10,13.5,FALSE,62.27,2.719,,,,,,210.8204499,7.808,A,151315
1,45,4/9/10,35.97,FALSE,65.86,2.77,,,,,,210.6228574,7.808,A,151315
1,45,4/16/10,9.5,FALSE,66.32,2.808,,,,,,210.4887,7.808,A,151315
1,45,4/23/10,23.97,FALSE,64.84,2.795,,,,,,210.4391228,7.808,A,151315
1,45,4/30/10,50.41,FALSE,67.41,2.78,,,,,,210.3895456,7.808,A,151315
1,45,5/7/10,2.5,FALSE,72.55,2.835,,,,,,210.3399684,7.808,A,151315
1,45,5/14/10,22.5,FALSE,74.78,2.854,,,,,,210.3374261,7.808,A,151315
1,45,5/21/10,10.47,FALSE,76.44,2.826,,,,,,210.6170934,7.808,A,151315
1,45,5/28/10,12.5,FALSE,80.44,2.759,,,,,,210.8967606,7.808,A,151315
1,45,6/4/10,5,FALSE,80.69,2.705,,,,,,211.1764278,7.808,A,151315
1,45,7/2/10,5,FALSE,80.91,2.669,,,,,,211.2235333,7.787,A,151315
1,45,7/23/10,53.88,FALSE,83.36,2.608,,,,,,211.2351443,7.787,A,151315
1,45,7/30/10,65.84,FALSE,81.84,2.64,,,,,,211.3699032,7.787,A,151315
1,45,9/10/10,11.47,TRUE,78.69,2.565,,,,,,211.4951902,7.787,A,151315
1,45,10/1/10,22.94,FALSE,71.89,2.603,,,,,,211.6719895,7.838,A,151315
1,45,10/8/10,34.41,FALSE,63.93,2.633,,,,,,211.7467544,7.838,A,151315
1,45,10/15/10,34.41,FALSE,67.18,2.72,,,,,,211.8137436,7.838,A,151315
1,45,10/22/10,43.88,FALSE,69.86,2.725,,,,,,211.8612937,7.838,A,151315
1,45,10/29/10,22.94,FALSE,69.64,2.716,,,,,,211.9088438,7.838,A,151315
1,45,11/5/10,10.47,FALSE,58.74,2.689,,,,,,211.9563939,7.838,A,151315
1,45,11/12/10,68.82,FALSE,59.61,2.728,,,,,,212.003944,7.838,A,151315
1,45,11/19/10,80.29,FALSE,51.41,2.771,,,,,,211.8896737,7.838,A,151315
1,45,11/26/10,11.47,TRUE,64.52,2.735,,,,,,211.7484333,7.838,A,151315
1,45,12/17/10,22.94,FALSE,49.84,2.869,,,,,,211.4053124,7.838,A,151315
1,45,1/7/11,22.94,FALSE,48.27,2.976,,,,,,211.4047419,7.742,A,151315
1,45,1/14/11,34.41,FALSE,35.4,2.983,,,,,,211.4574109,7.742,A,151315
1,45,1/21/11,11.47,FALSE,44.04,3.016,,,,,,211.8272343,7.742,A,151315
1,45,2/11/11,11.47,TRUE,36.39,3.022,,,,,,212.9367046,7.742,A,151315
1,45,2/18/11,11.47,FALSE,57.36,3.045,,,,,,213.2478853,7.742,A,151315
1,45,2/25/11,11.47,FALSE,62.9,3.065,,,,,,213.535609,7.742,A,151315
1,45,3/4/11,22.94,FALSE,59.58,3.288,,,,,,213.8233327,7.742,A,151315
1,45,3/11/11,34.41,FALSE,53.56,3.459,,,,,,214.1110564,7.742,A,151315
1,45,3/18/11,11.47,FALSE,62.76,3.488,,,,,,214.3627114,7.742,A,151315
1,45,4/22/11,11.47,FALSE,72.99,3.807,,,,,,215.4599053,7.682,A,151315
1,45,5/13/11,11.47,FALSE,75.64,3.899,,,,,,215.9640526,7.682,A,151315
1,45,5/20/11,10.47,FALSE,67.63,3.907,,,,,,215.7339202,7.682,A,151315
1,45,5/27/11,11.47,FALSE,77.72,3.786,,,,,,215.5037878,7.682,A,151315
1,45,6/10/11,22.94,FALSE,83.13,3.648,,,,,,215.0435229,7.682,A,151315
1,45,6/24/11,11.47,FALSE,83.58,3.594,,,,,,215.0910982,7.682,A,151315
1,45,8/26/11,35.91,FALSE,87.96,3.523,,,,,,215.7332258,7.962,A,151315
1,45,9/2/11,11.97,FALSE,87.83,3.533,,,,,,215.7971409,7.962,A,151315
1,45,9/9/11,11.97,TRUE,76,3.546,,,,,,215.861056,7.962,A,151315
1,45,9/23/11,35.91,FALSE,75.8,3.467,,,,,,216.3758246,7.962,A,151315
1,45,9/30/11,21.94,FALSE,79.69,3.355,,,,,,216.7105965,7.962,A,151315
1,45,10/7/11,11.97,FALSE,69.31,3.285,,,,,,217.0453684,7.866,A,151315
1,45,10/21/11,11.97,FALSE,63.71,3.353,,,,,,217.5159762,7.866,A,151315
1,45,10/28/11,23.94,FALSE,66.57,3.372,,,,,,217.6766791,7.866,A,151315
1,45,11/4/11,57.85,FALSE,54.98,3.332,,,,,,217.837382,7.866,A,151315
1,45,11/11/11,9.97,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315
1,45,11/18/11,11.97,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315
1,45,12/2/11,11.97,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315
1,45,12/9/11,33.91,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,A,151315
1,45,12/23/11,11.97,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315
1,45,12/30/11,11.97,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315
1,45,1/6/12,11.97,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,A,151315
1,45,1/13/12,11.97,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315
1,45,1/20/12,11.97,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315
1,45,2/10/12,47.88,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315
1,45,9/7/12,10.47,TRUE,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315
1,45,9/21/12,52.35,FALSE,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315
1,45,9/28/12,20.94,FALSE,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315
1,45,10/12/12,10.47,FALSE,62.99,3.601,2086.18,,8.11,602.36,5926.45,223.3812965,6.573,A,151315
1,45,10/26/12,20.94,FALSE,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,A,151315
1,46,2/5/10,20837.77,FALSE,42.31,2.572,,,,,,211.0963582,8.106,A,151315
1,46,2/12/10,18826.47,TRUE,38.51,2.548,,,,,,211.2421698,8.106,A,151315
1,46,2/19/10,22414.94,FALSE,39.93,2.514,,,,,,211.2891429,8.106,A,151315
1,46,2/26/10,18099.75,FALSE,46.63,2.561,,,,,,211.3196429,8.106,A,151315
1,46,3/5/10,20565.45,FALSE,46.5,2.625,,,,,,211.3501429,8.106,A,151315
1,46,3/12/10,18114.67,FALSE,57.79,2.667,,,,,,211.3806429,8.106,A,151315
1,46,3/19/10,18317.46,FALSE,54.58,2.72,,,,,,211.215635,8.106,A,151315
1,46,3/26/10,16803.77,FALSE,51.45,2.732,,,,,,211.0180424,8.106,A,151315
1,46,4/2/10,19053.49,FALSE,62.27,2.719,,,,,,210.8204499,7.808,A,151315
1,46,4/9/10,17682.48,FALSE,65.86,2.77,,,,,,210.6228574,7.808,A,151315
1,46,4/16/10,17394.72,FALSE,66.32,2.808,,,,,,210.4887,7.808,A,151315
1,46,4/23/10,17825.26,FALSE,64.84,2.795,,,,,,210.4391228,7.808,A,151315
1,46,4/30/10,18120.31,FALSE,67.41,2.78,,,,,,210.3895456,7.808,A,151315
1,46,5/7/10,19219.2,FALSE,72.55,2.835,,,,,,210.3399684,7.808,A,151315
1,46,5/14/10,18294.5,FALSE,74.78,2.854,,,,,,210.3374261,7.808,A,151315
1,46,5/21/10,18845.98,FALSE,76.44,2.826,,,,,,210.6170934,7.808,A,151315
1,46,5/28/10,19693.66,FALSE,80.44,2.759,,,,,,210.8967606,7.808,A,151315
1,46,6/4/10,22445.36,FALSE,80.69,2.705,,,,,,211.1764278,7.808,A,151315
1,46,6/11/10,20377.63,FALSE,80.43,2.668,,,,,,211.4560951,7.808,A,151315
1,46,6/18/10,18936.81,FALSE,84.11,2.637,,,,,,211.4537719,7.808,A,151315
1,46,6/25/10,20309.52,FALSE,84.34,2.653,,,,,,211.3386526,7.808,A,151315
1,46,7/2/10,19082.57,FALSE,80.91,2.669,,,,,,211.2235333,7.787,A,151315
1,46,7/9/10,19259.43,FALSE,80.48,2.642,,,,,,211.108414,7.787,A,151315
1,46,7/16/10,16545.46,FALSE,83.15,2.623,,,,,,211.1003854,7.787,A,151315
1,46,7/23/10,17424.93,FALSE,83.36,2.608,,,,,,211.2351443,7.787,A,151315
1,46,7/30/10,18044.49,FALSE,81.84,2.64,,,,,,211.3699032,7.787,A,151315
1,46,8/6/10,19380.82,FALSE,87.16,2.627,,,,,,211.5046621,7.787,A,151315
1,46,8/13/10,16742.12,FALSE,87,2.692,,,,,,211.6394211,7.787,A,151315
1,46,8/20/10,18042.55,FALSE,86.65,2.664,,,,,,211.6033633,7.787,A,151315
1,46,8/27/10,18845.23,FALSE,85.22,2.619,,,,,,211.5673056,7.787,A,151315
1,46,9/3/10,18797.69,FALSE,81.21,2.577,,,,,,211.5312479,7.787,A,151315
1,46,9/10/10,18400.52,TRUE,78.69,2.565,,,,,,211.4951902,7.787,A,151315
1,46,9/17/10,16773.5,FALSE,82.11,2.582,,,,,,211.5224596,7.787,A,151315
1,46,9/24/10,15994.65,FALSE,80.94,2.624,,,,,,211.5972246,7.787,A,151315
1,46,10/1/10,17058.26,FALSE,71.89,2.603,,,,,,211.6719895,7.838,A,151315
1,46,10/8/10,18378.25,FALSE,63.93,2.633,,,,,,211.7467544,7.838,A,151315
1,46,10/15/10,16713.94,FALSE,67.18,2.72,,,,,,211.8137436,7.838,A,151315
1,46,10/22/10,16832.19,FALSE,69.86,2.725,,,,,,211.8612937,7.838,A,151315
1,46,10/29/10,16666.41,FALSE,69.64,2.716,,,,,,211.9088438,7.838,A,151315
1,46,11/5/10,18063.45,FALSE,58.74,2.689,,,,,,211.9563939,7.838,A,151315
1,46,11/12/10,17690.36,FALSE,59.61,2.728,,,,,,212.003944,7.838,A,151315
1,46,11/19/10,16465.14,FALSE,51.41,2.771,,,,,,211.8896737,7.838,A,151315
1,46,11/26/10,18640.46,TRUE,64.52,2.735,,,,,,211.7484333,7.838,A,151315
1,46,12/3/10,18473.14,FALSE,49.27,2.708,,,,,,211.607193,7.838,A,151315
1,46,12/10/10,22154.5,FALSE,46.33,2.843,,,,,,211.4659526,7.838,A,151315
1,46,12/17/10,31913.56,FALSE,49.84,2.869,,,,,,211.4053124,7.838,A,151315
1,46,12/24/10,54830.17,FALSE,52.33,2.886,,,,,,211.4051222,7.838,A,151315
1,46,12/31/10,24323.2,TRUE,48.43,2.943,,,,,,211.4049321,7.838,A,151315
1,46,1/7/11,17391.06,FALSE,48.27,2.976,,,,,,211.4047419,7.742,A,151315
1,46,1/14/11,15209.45,FALSE,35.4,2.983,,,,,,211.4574109,7.742,A,151315
1,46,1/21/11,15422.84,FALSE,44.04,3.016,,,,,,211.8272343,7.742,A,151315
1,46,1/28/11,16089.4,FALSE,43.83,3.01,,,,,,212.1970577,7.742,A,151315
1,46,2/4/11,18525.11,FALSE,42.27,2.989,,,,,,212.5668812,7.742,A,151315
1,46,2/11/11,20609.53,TRUE,36.39,3.022,,,,,,212.9367046,7.742,A,151315
1,46,2/18/11,23922.06,FALSE,57.36,3.045,,,,,,213.2478853,7.742,A,151315
1,46,2/25/11,18879.72,FALSE,62.9,3.065,,,,,,213.535609,7.742,A,151315
1,46,3/4/11,21571.68,FALSE,59.58,3.288,,,,,,213.8233327,7.742,A,151315
1,46,3/11/11,20840.88,FALSE,53.56,3.459,,,,,,214.1110564,7.742,A,151315
1,46,3/18/11,20539.39,FALSE,62.76,3.488,,,,,,214.3627114,7.742,A,151315
1,46,3/25/11,20224.11,FALSE,69.97,3.473,,,,,,214.5999389,7.742,A,151315
1,46,4/1/11,19189.17,FALSE,59.17,3.524,,,,,,214.8371664,7.682,A,151315
1,46,4/8/11,19162.86,FALSE,67.84,3.622,,,,,,215.0743939,7.682,A,151315
1,46,4/15/11,19154.69,FALSE,71.27,3.743,,,,,,215.2918561,7.682,A,151315
1,46,4/22/11,19453.55,FALSE,72.99,3.807,,,,,,215.4599053,7.682,A,151315
